0, 0.000000
1, 0.000000
2, 0.000000
3, 0.000000
4, 0.000000
5, 0.000000
6, 0.000000
7, 0.000000
8, 0.000000
9, 0.000000
10, 0.000000
11, 0.000000
12, 0.000000
13, 0.000000
14, 0.000000
15, 0.000000
16, 0.000000
17, 0.000000
18, 0.000000
19, 0.000000
20, 0.000000
21, 0.000000
22, 0.000000
23, 0.000000
24, 0.000000
25, 0.000000
26, 0.000000
27, 0.000000
28, 0.000000
29, 0.000000
30, 0.000000
31, 0.000000
32, 0.000000
33, 0.000000
34, 0.000000
35, 0.000000
36, 0.000000
37, 0.000000
38, 0.000000
39, 0.000000
40, 0.000000
41, 0.000000
42, 0.000000
43, 0.000000
44, 0.000000
45, 0.000000
46, 0.000000
47, 0.000000
48, 0.000000
49, 0.000000
50, 0.000000
51, 0.000000
52, 0.000000
53, 0.000000
54, 0.000000
55, 0.000000
56, 0.000000
57, 0.000000
58, 0.000000
59, 0.000015
60, 0.000015
61, 0.000015
62, 0.000015
63, 0.000015
64, 0.000015
65, 0.000015
66, 0.000015
67, 0.000015
68, 0.000031
69, 0.000092
70, 0.000107
71, 0.000153
72, 0.000275
73, 0.000519
74, 0.000793
75, 0.001129
76, 0.001648
77, 0.002014
78, 0.002716
79, 0.003693
80, 0.005188
81, 0.006744
82, 0.008652
83, 0.010681
84, 0.013535
85, 0.016785
86, 0.019730
87, 0.023087
88, 0.026840
89, 0.030731
90, 0.034943
91, 0.039459
92, 0.044373
93, 0.049942
94, 0.055038
95, 0.060333
96, 0.065582
97, 0.071075
98, 0.076843
99, 0.082825
100, 0.089325
101, 0.096024
102, 0.103256
103, 0.111252
104, 0.119095
105, 0.127975
106, 0.136841
107, 0.145477
108, 0.154587
109, 0.163284
110, 0.172302
111, 0.182587
112, 0.194199
113, 0.206619
114, 0.220291
115, 0.232361
116, 0.243820
117, 0.255600
118, 0.269089
119, 0.282455
120, 0.295486
121, 0.307693
122, 0.319855
123, 0.331055
124, 0.340988
125, 0.349579
126, 0.358261
127, 0.365936
128, 0.374298
129, 0.382645
130, 0.390625
131, 0.399048
132, 0.406769
133, 0.414749
134, 0.422882
135, 0.430435
136, 0.438797
137, 0.447098
138, 0.455795
139, 0.464615
140, 0.472870
141, 0.480896
142, 0.489380
143, 0.497452
144, 0.504288
145, 0.512100
146, 0.520660
147, 0.528305
148, 0.535278
149, 0.542877
150, 0.550156
151, 0.558243
152, 0.567261
153, 0.575211
154, 0.583694
155, 0.593475
156, 0.604935
157, 0.617096
158, 0.627777
159, 0.637604
160, 0.647018
161, 0.656479
162, 0.666351
163, 0.676804
164, 0.689087
165, 0.699493
166, 0.711304
167, 0.725540
168, 0.738785
169, 0.757507
170, 0.772888
171, 0.793884
172, 0.814621
173, 0.836700
174, 0.875397
175, 0.904160
176, 0.912415
177, 0.914551
178, 0.917038
179, 0.919296
180, 0.921539
181, 0.923782
182, 0.925949
183, 0.928085
184, 0.930405
185, 0.932770
186, 0.934753
187, 0.936829
188, 0.938797
189, 0.940582
190, 0.942200
191, 0.944275
192, 0.946243
193, 0.948273
194, 0.950180
195, 0.951889
196, 0.953949
197, 0.955887
198, 0.957642
199, 0.959259
200, 0.960922
201, 0.962387
202, 0.964035
203, 0.965729
204, 0.967346
205, 0.968872
206, 0.970566
207, 0.972092
208, 0.973618
209, 0.975037
210, 0.976379
211, 0.977890
212, 0.979477
213, 0.981125
214, 0.982651
215, 0.983887
216, 0.985138
217, 0.986450
218, 0.987564
219, 0.988876
220, 0.989975
221, 0.990845
222, 0.991730
223, 0.992661
224, 0.993484
225, 0.994080
226, 0.994736
227, 0.995392
228, 0.995926
229, 0.996506
230, 0.996948
231, 0.997299
232, 0.997787
233, 0.998032
234, 0.998260
235, 0.998520
236, 0.998718
237, 0.998886
238, 0.998993
239, 0.999130
240, 0.999237
241, 0.999374
242, 0.999466
243, 0.999542
244, 0.999619
245, 0.999649
246, 0.999695
247, 0.999710
248, 0.999741
249, 0.999817
250, 0.999878
251, 0.999969
252, 1.000000
253, 1.000000
254, 1.000000
255, 1.000000
